City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,palembang,-2.9167,104.7458,31.55,55,79,2.85,ID,1697075162
368,paka,4.6374,103.4368,28.96,84,20,1.03,MY,1697075162
369,flying fish cove,-10.4217,105.6791,26.82,78,75,6.17,CX,1697075163
370,dudinka,69.4058,86.1778,1.49,93,100,6.71,RU,1697075163
371,piestany,48.5948,17.8259,14.99,88,17,1.54,SK,1697075163
372,guerrero negro,27.9769,-114.0611,19.89,77,27,8.57,MX,1697074576
373,kegen,43.0197,79.2203,7.77,49,0,3.14,KZ,1697075164
374,angel r. cabada,18.5833,-95.4333,27.24,81,33,2.34,MX,1697075164
375,la passe,45.5549,-0.8967,13.13,55,96,2.92,FR,1697075164
376,arkalyk,50.2486,66.9114,4.04,67,96,2.91,KZ,1697075164
377,den burg,53.0542,4.7972,13.98,82,100,2.06,NL,1697075164
378,katsuura,35.1333,140.3,21.66,53,20,4.97,JP,1697075109
379,betio village,1.358,172.9211,31.02,70,25,2.63,KI,1697075165
380,mazagao,-0.115,-51.2894,29.03,79,0,2.13,BR,1697075165
381,hono,57.6897,11.6497,12.87,80,7,15.28,SE,1697075165
382,sadri,25.1833,73.4333,24.94,56,0,1.21,IN,1697075166
383,north shore,-36.8,174.75,17.9,66,80,4.02,NZ,1697075166
384,kodinsk,58.6881,99.1844,10.24,64,100,5.53,RU,1697075166
385,mossel bay,-34.1831,22.146,16.58,90,99,3.21,ZA,1697075166
386,burgersdorp,-30.9977,26.3286,13.69,74,100,5.52,ZA,1697075166
387,arrifes,37.7667,-25.7,19.14,88,40,5.66,PT,1697075167
388,potosi,-19.5836,-65.7531,5.05,82,100,3.11,BO,1697075167
389,sarupathar,26.1984,93.8094,24.83,89,6,0.46,IN,1697075167
390,sabang,5.8933,95.3214,27.35,76,100,3.19,ID,1697074603
391,la'ie,21.6477,-157.9253,29.98,70,100,2.68,US,1697075167
392,nong kung si,16.65,103.3,26.85,72,36,2.25,TH,1697075167
393,puerto madero,14.7208,-92.4215,28.11,100,100,0.0,MX,1697074918
394,xishan,27.6667,113.5,21.53,66,89,1.83,CN,1697075168
395,grantsville,40.5999,-112.4644,8.13,71,75,1.54,US,1697075168
396,al burayqah,30.4062,19.5739,23.21,71,0,4.53,LY,1697075168
397,hammerfest,70.6634,23.6821,-0.75,74,100,6.69,NO,1697075168
398,ebeltoft,56.1944,10.6821,10.35,76,20,6.17,DK,1697075168
399,sisimiut,66.9395,-53.6735,-2.18,73,86,3.49,GL,1697075169
400,puquio,-14.7,-74.1333,14.25,62,100,0.66,PE,1697075169
401,visakhapatnam,17.69,83.2093,26.94,89,20,1.54,IN,1697075169
402,cururupu,-1.8283,-44.8683,24.01,90,3,1.38,BR,1697075170
403,horta,38.5333,-28.6333,18.9,89,47,1.79,PT,1697075170
404,bikenibeu village,1.3673,173.1241,30.98,74,75,1.03,KI,1697075170
405,hassi messaoud,31.6804,6.0729,21.78,41,0,4.23,DZ,1697075170
406,cody,44.5263,-109.0565,8.84,87,100,4.12,US,1697074988
407,penzance,50.1186,-5.5371,16.38,98,100,5.61,GB,1697075171
408,severo-yeniseyskiy,60.3725,93.0408,3.74,91,100,6.42,RU,1697075171
409,pitimbu,-7.4706,-34.8086,24.33,81,2,4.11,BR,1697075171
410,homyel',52.4345,30.9754,11.01,71,75,9.0,BY,1697075171
411,malango,-2.9627,119.9001,28.21,48,59,1.89,ID,1697075171
412,glace bay,46.1969,-59.957,13.88,94,100,2.06,CA,1697075172
413,olinda,-8.0089,-34.8553,26.85,69,40,4.12,BR,1697074594
414,juan griego,11.0817,-63.9655,26.95,88,3,4.99,VE,1697075172
415,pundong,-7.9522,110.3486,30.4,51,48,5.0,ID,1697075173
416,holbaek,55.7167,11.7167,11.66,76,100,4.47,DK,1697075173
417,yaren,-0.5472,166.916,29.01,72,99,2.9,NR,1697075173
418,atar,20.5169,-13.0499,29.51,16,11,3.94,MR,1697075173
419,lobujya,27.95,86.8167,-4.61,57,1,1.45,NP,1697075173
420,tuapse,44.1125,39.0742,7.73,63,4,4.07,RU,1697075173
421,puerto aysen,-45.4,-72.7,2.49,98,65,1.66,CL,1697075174
422,san clemente del tuyu,-36.3569,-56.7235,4.99,68,5,6.09,AR,1697075174
423,kone,-21.0595,164.8658,22.0,79,100,2.85,NC,1697074592
424,san fernando,15.0286,120.6898,30.85,67,100,2.6,PH,1697075174
425,zaozersk,69.4005,32.4476,-0.67,87,100,10.73,RU,1697075174
426,manda,-10.4667,34.5833,23.7,55,100,3.36,TZ,1697075174
427,makokou,0.5738,12.8642,20.79,100,95,1.26,GA,1697075175
428,kisangani,0.5167,25.2,21.13,92,100,0.38,CD,1697075130
429,choibalsan,48.0667,114.5,10.75,50,7,1.13,MN,1697075175
430,as sulayyil,20.4607,45.5779,24.14,24,0,1.63,SA,1697075175
431,howrah,22.5892,88.3103,29.0,89,20,0.0,IN,1697075175
432,barnard castle,54.5415,-1.919,4.76,88,100,2.25,GB,1697075176
433,mathis,28.0945,-97.828,23.85,92,53,2.94,US,1697075176
434,lido di ostia,41.7321,12.2765,22.24,73,0,2.06,IT,1697075176
435,le port,-20.9373,55.2919,21.0,85,100,1.06,RE,1697075176
436,rumbek,6.802,29.6912,21.56,95,100,0.35,SS,1697075176
437,utrik,11.2278,169.8474,28.32,73,98,5.57,MH,1697075176
438,governador dix sept rosado,-5.4589,-37.5208,25.55,56,15,5.1,BR,1697075177
439,aginskoye,51.1,114.53,12.3,45,0,3.11,RU,1697075177
440,vadso,70.0744,29.7487,3.09,70,75,10.8,NO,1697075177
441,tinogasta,-28.0632,-67.5649,11.5,43,0,1.75,AR,1697075177
442,noumea,-22.2763,166.4572,20.99,86,100,6.79,NC,1697074707
443,vernon,50.2581,-119.2691,15.42,62,100,0.89,CA,1697074511
444,beloyarskiy,63.7119,66.6722,-0.56,92,63,1.34,RU,1697075178
445,medicine hat,50.0501,-110.6683,12.24,86,100,2.06,CA,1697075137
446,honggang,46.4667,124.8667,17.96,39,0,2.67,CN,1697075178
447,guaraciaba do norte,-4.1669,-40.7475,20.92,66,1,2.15,BR,1697075178
448,gumushacikoy,40.8731,35.2147,4.18,92,10,1.19,TR,1697075178
449,luderitz,-26.6481,15.1594,13.03,82,13,3.07,NA,1697075179
450,hampshire,42.3334,-72.5829,13.61,87,40,0.0,US,1697074900
451,palm valley,30.1775,-81.3876,25.04,72,100,6.82,US,1697075179
452,gamba,-2.65,10.0,24.67,92,100,1.37,GA,1697075179
453,borinskoye,52.4569,39.3713,4.71,47,100,4.47,RU,1697075180
454,cockburn town,21.4612,-71.1419,29.0,73,99,8.16,TC,1697074620
455,phan rang-thap cham,11.5667,108.9833,30.16,68,36,1.13,VN,1697075180
456,fort bragg,35.139,-79.006,18.28,86,75,0.0,US,1697075037
457,aldinga beach,-35.2793,138.4604,17.64,54,45,8.24,AU,1697075180
458,tommot,58.9564,126.2925,11.82,64,90,6.73,RU,1697075180
459,barakani,-12.1356,44.4317,24.62,81,41,0.67,KM,1697075181
460,jhanjharpur,26.2667,86.2833,25.68,81,0,1.86,IN,1697075181
461,kholmsk,47.0511,142.0569,13.15,64,2,4.41,RU,1697075181
462,chinchilla,-26.75,150.6333,28.35,26,0,2.78,AU,1697075181
463,tamandare,-8.7597,-35.1047,23.74,81,0,2.34,BR,1697075073
464,kattivakkam,13.2167,80.3167,28.37,87,94,0.82,IN,1697075181
465,johi,26.6921,67.6133,27.67,44,0,1.59,PK,1697075182
466,the village,35.5609,-97.5514,21.14,74,0,8.75,US,1697075182
467,cabedelo,-6.9811,-34.8339,24.37,82,1,4.67,BR,1697075182
468,albion,42.2431,-84.753,10.98,88,40,0.0,US,1697075182
469,sao gabriel da cachoeira,-0.1303,-67.0892,23.14,95,100,0.54,BR,1697075182
470,naze,28.3667,129.4833,25.51,61,59,8.1,JP,1697075183
471,vrangel',42.7297,133.0839,16.31,48,0,3.41,RU,1697075183
472,kohlu,29.8962,69.252,18.31,22,1,0.9,PK,1697075183
473,the dalles,45.5946,-121.1787,14.37,91,100,2.06,US,1697075184
474,palmas,-10.2128,-48.3603,28.93,74,0,1.54,BR,1697075184
475,santa elena de uairen,4.6167,-61.1333,22.6,45,9,1.25,VE,1697075184
476,tabou,4.423,-7.3528,24.88,91,100,3.05,CI,1697075184
477,antsiranana,-12.2787,49.2917,21.78,82,100,4.24,MG,1697075184
478,fortuna,40.5982,-124.1573,14.43,84,40,4.12,US,1697074924
479,tumaco,1.7986,-78.8156,25.54,89,100,2.46,CO,1697075185
480,tromso,69.6496,18.957,2.01,69,100,8.75,NO,1697075185
481,thinadhoo,0.5333,72.9333,27.44,75,92,5.38,MV,1697075185
482,kincardine,56.0667,-3.7167,7.33,93,81,2.03,GB,1697075185
483,sinan,34.8262,126.1086,20.06,55,22,1.45,KR,1697075186
484,paraiso,9.8383,-83.8656,19.68,96,99,1.27,CR,1697075186
485,yerofey pavlovich,53.9667,121.9667,11.25,53,84,2.97,RU,1697075186
486,conceicao do araguaia,-8.2578,-49.2647,27.62,55,54,1.46,BR,1697075186
487,una,20.8167,71.0333,24.79,80,6,1.45,IN,1697075186
488,druskininkai,54.0167,23.9667,17.08,65,100,7.27,LT,1697075186
489,sittwe,20.15,92.9,26.41,87,33,2.9,MM,1697075187
490,mizdah,31.4451,12.9801,18.16,72,0,3.36,LY,1697075187
491,tuam,53.5167,-8.85,7.35,85,41,1.11,IE,1697075187
492,yulin,22.6333,110.15,23.25,76,100,2.47,CN,1697075187
493,bac lieu,9.285,105.7244,29.59,73,80,3.56,VN,1697075187
494,darwin,-12.4611,130.8418,33.83,53,78,2.12,AU,1697074955
495,la gi,10.6667,107.7833,28.76,79,70,3.33,VN,1697075188
496,labytnangi,66.6572,66.4183,0.61,82,100,1.32,RU,1697075188
497,ouro preto do oeste,-10.7481,-62.2158,27.35,61,10,1.45,BR,1697075188
498,soure,-0.7167,-48.5233,26.9,78,0,4.45,BR,1697075188
499,tres arroyos,-38.3739,-60.2798,1.95,73,0,0.49,AR,1697075189
500,razampeta,14.1833,79.1667,27.39,68,16,1.35,IN,1697075189
501,crucecita,-28.95,-58.9833,11.47,91,100,8.1,AR,1697075189
502,kudahuvadhoo,2.6708,72.8944,27.6,70,87,4.87,MV,1697075189
503,turuntayevo,52.2,107.6167,3.05,57,22,1.43,RU,1697075189
504,belyy yar,53.6039,91.3903,7.94,87,0,0.0,RU,1697075189
505,pangkalanbuun,-2.6833,111.6167,31.88,50,85,2.45,ID,1697075190
506,ardakan,32.31,54.0175,22.09,30,2,0.74,IR,1697075190
507,pasuquin,18.3328,120.6177,26.97,89,75,4.12,PH,1697075190
508,ishinomaki,38.4167,141.3,19.0,54,2,2.26,JP,1697074605
509,el porvenir,13.7617,-87.3458,25.63,95,100,0.34,HN,1697075190
510,robore,-18.3333,-59.75,29.24,46,58,1.84,BO,1697075191
511,bubaque,11.2833,-15.8333,27.68,80,99,2.28,GW,1697075191
512,bodo,67.28,14.405,4.32,78,100,2.57,NO,1697075191
513,hargeysa,9.56,44.065,19.19,75,10,2.01,SO,1697075191
514,wotho,10.1657,166.0102,28.3,69,91,4.59,MH,1697075192
515,richards bay,-28.783,32.0377,21.5,85,100,4.35,ZA,1697075163
516,lompoc,34.6391,-120.4579,19.88,80,0,9.77,US,1697075192
517,cajamarca,-7.1638,-78.5003,15.04,79,65,1.28,PE,1697075192
518,kayyerkan,69.3786,87.7439,-0.39,100,100,0.64,RU,1697075192
519,magistral'nyy,56.1725,107.4458,10.24,59,39,3.0,RU,1697075192
520,okhotsk,59.3833,143.3,-0.49,57,100,3.48,RU,1697075193
521,linden,6.0,-58.3,24.17,87,0,1.23,GY,1697075046
522,val-d'or,48.1002,-77.7828,5.05,100,100,2.06,CA,1697074959
523,misratah,32.3754,15.0925,22.82,63,2,1.85,LY,1697075193
524,ishigaki,24.3448,124.1572,28.07,69,20,5.14,JP,1697075194
525,enriquillo,17.9,-71.2333,26.74,83,84,4.41,DO,1697075194
526,cafayate,-26.073,-65.9761,11.43,83,91,2.37,AR,1697075194
527,bagudo,11.4033,4.2296,26.62,63,31,2.23,NG,1697075194
528,juneau,58.3019,-134.4197,10.0,93,75,4.12,US,1697075105
529,lere,10.387,8.5726,21.06,81,92,1.35,NG,1697075195
530,kapshagay,43.8833,77.0833,18.63,33,4,8.41,KZ,1697075195
531,puerto deseado,-47.7503,-65.8938,7.38,64,77,9.18,AR,1697075195
532,yatou,37.15,122.3833,20.39,46,100,4.23,CN,1697075195
533,bamboo flat,11.7,92.7167,26.05,94,40,0.0,IN,1697075195
534,skovorodino,53.9833,123.9167,11.72,53,57,2.38,RU,1697075195
535,borjomi,41.8527,43.4128,6.17,90,66,1.23,GE,1697075196
536,antigonish,45.6169,-61.9986,12.93,97,100,5.4,CA,1697074608
537,al kharijah,25.4514,30.5464,21.72,40,0,3.74,EG,1697075196
538,linxia chengguanzhen,35.6003,103.2064,6.23,92,100,1.28,CN,1697075196
539,rio grande,-32.035,-52.0986,13.06,82,100,9.96,BR,1697075197
540,kruisfontein,-34.0033,24.7314,14.38,90,88,1.21,ZA,1697075106
541,borger,52.9233,6.7931,13.33,94,100,1.9,NL,1697074959
542,puerto armuelles,8.2833,-82.8667,27.27,74,100,2.24,PA,1697075197
543,ulladulla,-35.35,150.4667,29.87,29,99,4.08,AU,1697075197
544,khandyga,62.6667,135.6,-0.47,93,100,3.69,RU,1697074612
545,coahuayana de hidalgo,18.7,-103.6583,24.8,93,87,1.32,MX,1697075197
546,balabac,7.9868,117.0645,28.58,73,100,1.67,PH,1697075198
547,agropoli,40.3469,14.9966,18.38,88,0,1.42,IT,1697075198
548,pizarro,4.9533,-77.366,26.48,83,93,4.07,CO,1697075198
549,rakops,-21.0167,24.3333,23.82,38,100,3.64,BW,1697075198
550,guliston,40.4897,68.7842,16.17,35,5,0.37,UZ,1697075124
551,mount isa,-20.7333,139.5,32.87,22,96,6.69,AU,1697075198
552,vilaka,57.1846,27.6722,13.3,84,100,6.43,LV,1697075199
553,waingapu,-9.6567,120.2641,30.99,54,29,4.28,ID,1697075185
554,new yekepa,7.5794,-8.5378,20.39,99,100,0.88,LR,1697075199
555,kapuskasing,49.4169,-82.4331,3.05,100,100,2.06,CA,1697075199
556,douz,33.4663,9.0203,19.54,73,0,3.77,TN,1697075199
557,constitucion,-35.3333,-72.4167,10.67,83,0,4.08,CL,1697075199
558,ceeldheer,3.8488,47.1806,26.0,84,84,4.23,SO,1697074624
559,humaita,-7.5061,-63.0208,26.85,66,50,0.84,BR,1697075200
560,kimberley,-28.7323,24.7623,13.83,94,100,5.14,ZA,1697075200
561,tual,-5.6667,132.75,26.62,80,88,7.46,ID,1697075123
562,tamanrasset,22.785,5.5228,22.08,23,43,1.09,DZ,1697075200
563,laascaanood,8.4774,47.3597,23.59,75,27,4.02,SO,1697075201
564,canutama,-6.5339,-64.3831,27.84,58,34,0.49,BR,1697075201
565,lata,40.1629,-8.3327,16.71,50,28,1.29,PT,1697075201
566,quellon,-43.1167,-73.6167,7.74,76,78,5.53,CL,1697075201
567,bainbridge,47.6262,-122.5212,14.45,92,40,3.13,US,1697075157
568,ingeniero jacobacci,-41.3427,-69.5448,9.4,39,0,3.48,AR,1697075202
569,radashkovichy,54.1551,27.2424,14.24,76,100,8.68,BY,1697075202
